Account Factors::Profit Center,Promo ID,Pricing::Segment,Pricing::Engine,Promotion::SKU,Promotion::Start Date Promo,Promotion::End Date Promo,Pricing::Street,Promotion::Promo_Value,Promotion::Promo Type,Promotion::Promo_Net Price Point,Exp_Revenue Est,Exp_Billing Profit,Exp_Billing Profit Supply,Exp_Promo,Exp_Sales,Exp_Net Billing Profit,Account,Sell Through Estimate Adj,Sell Through Estimate POS,Sell Through Estimate Inv,Final Quantity,Sell Through Estimate,SOP_Period,SOP_Half,SOP_Quarter,Usage ID,Account Factors::SAP Account,Promotion::LevelType
1010,105406,zzz,123,TP1,4/1/2021,4/30/2021,79.99,29,1,50.99,0,0,0,0,0,0,2,,,,,,201,H1,Q1,197394,2,2
1010,105407,zzz,123,TP1,4/1/2021,4/30/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,,,,,,201,H1,Q1,197395,2,2
1010,105408,zzz,123,TP1,4/1/2021,4/30/2021,79.99,36,1,43.99,0,0,0,0,0,0,1,,,,,,201,H1,Q1,197396,1,1
1010,105718,zzz,123,TP1,5/1/2021,5/31/2021,79.99,13,1,66.99,0,0,0,0,0,0,3,,,,,,202,H1,Q1,197397,3,3
1010,105570,zzz,123,TP1,5/1/2021,5/31/2021,79.99,22,1,57.99,0,0,0,0,0,0,2,,,0,0,,202,H1,Q1,197398,2,2
1010,105571,zzz,123,TP1,5/1/2021,5/31/2021,79.99,23,1,56.99,0,0,0,0,0,0,2,,,0,0,,202,H1,Q1,197399,2,2
1010,105572,zzz,123,TP1,5/1/2021,5/31/2021,79.99,27,1,52.99,0,0,0,0,0,0,1,,,,,,202,H1,Q1,197400,1,1
1010,105573,zzz,123,TP1,5/1/2021,5/31/2021,79.99,29,1,50.99,0,0,0,0,0,0,2,,,0,0,,202,H1,Q1,197401,2,2
1010,105574,zzz,123,TP1,5/1/2021,5/31/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,,,0,0,,202,H1,Q1,197402,2,2
1010,105575,zzz,123,TP1,5/1/2021,5/31/2021,79.99,36,1,43.99,0,0,0,0,0,0,1,,,,,,202,H1,Q1,197403,1,1
1010,105744,zzz,123,TP1,6/1/2021,6/30/2021,79.99,13,1,66.99,0,0,0,0,0,0,3,,,,,,203,H1,Q1,197404,3,3
1010,105867,zzz,123,TP1,6/1/2021,6/30/2021,79.99,22,1,57.99,0,0,0,0,0,0,2,,,,,,203,H1,Q1,197405,2,2
1010,105868,zzz,123,TP1,6/1/2021,6/30/2021,79.99,23,1,56.99,0,0,0,0,0,0,2,,,,,,203,H1,Q1,197406,2,2
1010,105869,zzz,123,TP1,6/1/2021,6/30/2021,79.99,27,1,52.99,0,0,0,0,0,0,1,,,,,,203,H1,Q1,197407,1,1
1010,105870,zzz,123,TP1,6/1/2021,6/30/2021,79.99,29,1,50.99,0,0,0,0,0,0,2,,,,,,203,H1,Q1,197408,2,2
1010,105871,zzz,123,TP1,6/1/2021,6/30/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,,,,,,203,H1,Q1,197409,2,2
1010,105872,zzz,123,TP1,6/1/2021,6/30/2021,79.99,36,1,43.99,0,0,0,0,0,0,1,,,,,,203,H1,Q1,197410,1,1
1010,103578,zzz,123,TP1,2/1/2021,2/28/2021,79.99,23,1,56.99,0,0,0,0,0,0,2,,,,,,211,H2,Q4,197773,2,2
1010,103580,zzz,123,TP1,2/1/2021,2/28/2021,79.99,22,1,57.99,2815.3356,829.6021026,3262.571252,0,1286.239284,2805.93407,2,44,27,0,0,44,211,H2,Q4,198411,2,2
1010,103580,zzz,123,TP1,2/1/2021,2/28/2021,79.99,22,1,57.99,31992.45,9427.296621,37074.67331,7942,14616.3555,23943.61443,3,500,261,361,361,500,211,H2,Q4,198412,3,3
1010,103578,zzz,123,TP1,2/1/2021,2/28/2021,79.99,23,1,56.99,2815.3356,829.6021026,3262.571252,0,1286.239284,2805.93407,2,44,27,0,0,44,211,H2,Q4,198413,2,2
1010,103581,zzz,123,TP1,2/1/2021,2/28/2021,79.99,29,1,50.99,5566.6863,1640.349612,6450.993157,0,2543.245857,5548.096912,2,87,27,0,0,87,211,H2,Q4,198414,2,2
1010,103579,zzz,123,TP1,2/1/2021,2/28/2021,79.99,30,1,49.99,16572.0891,4883.33965,19204.68078,2640,7571.272149,13876.74828,2,259,184,88,88,259,211,H2,Q4,198415,2,2
1010,104073,zzz,123,TP1,3/1/2021,3/31/2021,79.99,22,1,57.99,0,0,0,0,0,0,2,0,35,0,0,0,212,H2,Q4,198416,2,2
1010,104073,zzz,123,TP1,3/1/2021,3/31/2021,79.99,22,1,57.99,0,0,0,7854,0,-7854,3,0,368,357,357,0,212,H2,Q4,198417,3,3
1010,104074,zzz,123,TP1,3/1/2021,3/31/2021,79.99,23,1,56.99,0,0,0,0,0,0,2,0,35,0,0,0,212,H2,Q4,198418,2,2
1010,104076,zzz,123,TP1,3/1/2021,3/31/2021,79.99,29,1,50.99,0,0,0,0,0,0,2,0,35,0,0,0,212,H2,Q4,198419,2,2
1010,104077,zzz,123,TP1,3/1/2021,3/31/2021,79.99,30,1,49.99,0,0,0,1560,0,-1560,2,0,35,52,52,0,212,H2,Q4,198420,2,2
1010,105403,zzz,123,TP1,4/1/2021,4/30/2021,79.99,22,1,57.99,0,0,0,0,0,0,2,0,0,,0,0,201,H1,Q1,198421,2,2
1010,105403,zzz,123,TP1,4/1/2021,4/30/2021,79.99,22,1,57.99,0,0,0,0,0,0,3,0,,,0,0,201,H1,Q1,198422,3,3
1010,105404,zzz,123,TP1,4/1/2021,4/30/2021,79.99,23,1,56.99,0,0,0,0,0,0,2,0,0,,0,0,201,H1,Q1,198423,2,2
1010,105405,zzz,123,TP1,4/1/2021,4/30/2021,79.99,27,1,52.99,0,0,0,0,0,0,1,0,,,0,0,201,H1,Q1,198424,1,1
1010,105406,zzz,123,TP1,4/1/2021,4/30/2021,79.99,29,1,50.99,0,0,0,0,0,0,2,0,0,,0,0,201,H1,Q1,198425,2,2
1010,105407,zzz,123,TP1,4/1/2021,4/30/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,0,0,,0,0,201,H1,Q1,198426,2,2
1010,105408,zzz,123,TP1,4/1/2021,4/30/2021,79.99,36,1,43.99,0,0,0,0,0,0,1,0,,,0,0,201,H1,Q1,198427,1,1
1010,105570,zzz,123,TP1,5/1/2021,5/31/2021,79.99,22,1,57.99,0,0,0,0,0,0,2,0,14,0,0,0,202,H1,Q1,198428,2,2
1010,105570,zzz,123,TP1,5/1/2021,5/31/2021,79.99,22,1,57.99,0,0,0,0,0,0,3,0,,,0,0,202,H1,Q1,198429,3,3
1010,105571,zzz,123,TP1,5/1/2021,5/31/2021,79.99,23,1,56.99,0,0,0,0,0,0,2,0,14,0,0,0,202,H1,Q1,198430,2,2
1010,105572,zzz,123,TP1,5/1/2021,5/31/2021,79.99,27,1,52.99,0,0,0,0,0,0,1,0,,,0,0,202,H1,Q1,198431,1,1
1010,105573,zzz,123,TP1,5/1/2021,5/31/2021,79.99,29,1,50.99,0,0,0,0,0,0,2,0,14,0,0,0,202,H1,Q1,198432,2,2
1010,105574,zzz,123,TP1,5/1/2021,5/31/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,0,14,0,0,0,202,H1,Q1,198433,2,2
1010,105575,zzz,123,TP1,5/1/2021,5/31/2021,79.99,36,1,43.99,0,0,0,0,0,0,1,0,,,0,0,202,H1,Q1,198434,1,1
1010,105867,zzz,123,TP1,6/1/2021,6/30/2021,79.99,22,1,57.99,0,0,0,0,0,0,2,0,,,0,0,203,H1,Q1,198435,2,2
1010,105867,zzz,123,TP1,6/1/2021,6/30/2021,79.99,22,1,57.99,0,0,0,0,0,0,3,0,,,0,0,203,H1,Q1,198436,3,3
1010,105868,zzz,123,TP1,6/1/2021,6/30/2021,79.99,23,1,56.99,0,0,0,0,0,0,2,0,,,0,0,203,H1,Q1,198437,2,2
1010,105869,zzz,123,TP1,6/1/2021,6/30/2021,79.99,27,1,52.99,0,0,0,0,0,0,1,0,,,0,0,203,H1,Q1,198438,1,1
1010,105870,zzz,123,TP1,6/1/2021,6/30/2021,79.99,29,1,50.99,0,0,0,0,0,0,2,0,,,0,0,203,H1,Q1,198439,2,2
1010,105871,zzz,123,TP1,6/1/2021,6/30/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,0,,,0,0,203,H1,Q1,198440,2,2
1010,105872,zzz,123,TP1,6/1/2021,6/30/2021,79.99,36,1,43.99,0,0,0,0,0,0,1,0,,,0,0,203,H1,Q1,198441,1,1
1010,106035,zzz,123,TP1,7/1/2021,7/31/2021,79.99,27,1,52.99,0,0,0,0,0,0,1,0,,,0,0,204,H1,Q2,198445,1,1
1010,106038,zzz,123,TP1,7/1/2021,7/31/2021,79.99,36,1,43.99,0,0,0,0,0,0,1,0,,,0,0,204,H1,Q2,198448,1,1
1010,99989,zzz,123,TP1,8/1/2020,8/31/2020,79.99,30,2,49.99,0,0,0,0,0,0,2,,,,,,205,H1,Q2,198885,2,2
1010,106169,zzz,123,TP1,4/1/2021,4/30/2021,79.99,20,1,59.99,20795.0925,6127.742803,24098.53765,1140,13300.88351,15785.39695,1,325,57,,57,325,201,H1,Q1,198949,1,1
1010,105405,zzz,123,TP1,4/1/2021,4/30/2021,79.99,27,1,52.99,17659.8324,5203.867735,20465.21967,3618,11295.51953,10755.56787,1,276,134,,134,276,201,H1,Q1,198959,1,1
1010,104073,zzz,123,TP1,3/1/2021,3/31/2021,79.99,22,1,57.99,2495.4111,735.3291364,2891.824519,0,1140.075729,2487.077926,2,39,40,0,0,39,212,H2,Q4,199265,2,2
1010,104073,zzz,123,TP1,3/1/2021,3/31/2021,79.99,22,1,57.99,0,0,0,0,0,0,3,0,,0,0,417,212,H2,Q4,199266,3,3
1010,104074,zzz,123,TP1,3/1/2021,3/31/2021,79.99,23,1,56.99,2495.4111,735.3291364,2891.824519,0,1140.075729,2487.077926,2,39,35,0,0,39,212,H2,Q4,199267,2,2
1010,104076,zzz,123,TP1,3/1/2021,3/31/2021,79.99,29,1,50.99,4926.8373,1451.80368,5709.49969,0,2250.918747,4910.384623,2,77,35,0,0,77,212,H2,Q4,199268,2,2
1010,104077,zzz,123,TP1,3/1/2021,3/31/2021,79.99,30,1,49.99,14716.527,4336.556446,17054.34972,1560,6723.52353,13107.38264,2,230,35,52,52,230,212,H2,Q4,199269,2,2
1010,105403,zzz,123,TP1,4/1/2021,4/30/2021,79.99,22,1,57.99,2495.4111,735.3291364,2891.824519,0,1140.075729,2487.077926,2,39,0,0,0,39,201,H1,Q1,199270,2,2
1010,105403,zzz,123,TP1,4/1/2021,4/30/2021,79.99,22,1,57.99,26681.7033,7862.365382,30920.27754,0,12190.04049,26592.60244,3,417,,0,0,417,201,H1,Q1,199271,3,3
1010,105404,zzz,123,TP1,4/1/2021,4/30/2021,79.99,23,1,56.99,2495.4111,735.3291364,2891.824519,0,1140.075729,2487.077926,2,39,0,0,0,39,201,H1,Q1,199272,2,2
1010,105406,zzz,123,TP1,4/1/2021,4/30/2021,79.99,29,1,50.99,4926.8373,1451.80368,5709.49969,0,2250.918747,4910.384623,2,77,0,0,0,77,201,H1,Q1,199273,2,2
1010,105407,zzz,123,TP1,4/1/2021,4/30/2021,79.99,30,1,49.99,14716.527,4336.556446,17054.34972,0,6723.52353,14667.38264,2,230,0,0,0,230,201,H1,Q1,199274,2,2
1010,105570,zzz,123,TP1,5/1/2021,5/31/2021,79.99,22,1,57.99,2239.4715,659.9107635,2595.227132,0,1023.144885,2231.99301,2,35,19,0,0,35,202,H1,Q1,199275,2,2
1010,105570,zzz,123,TP1,5/1/2021,5/31/2021,79.99,22,1,57.99,26681.7033,7862.365382,30920.27754,0,12190.04049,26592.60244,3,417,,0,0,417,202,H1,Q1,199276,3,3
1010,105571,zzz,123,TP1,5/1/2021,5/31/2021,79.99,23,1,56.99,2239.4715,659.9107635,2595.227132,0,1023.144885,2231.99301,2,35,14,0,0,35,202,H1,Q1,199277,2,2
1010,105572,zzz,123,TP1,5/1/2021,5/31/2021,79.99,27,1,52.99,6782.3994,1998.586884,7859.830743,0,4338.134312,5520.283314,1,106,,0,0,106,202,H1,Q1,199278,1,1
1010,105573,zzz,123,TP1,5/1/2021,5/31/2021,79.99,29,1,50.99,4414.9581,1300.966934,5116.304917,0,2017.057059,4400.214792,2,69,14,0,0,69,202,H1,Q1,199279,2,2
1010,105574,zzz,123,TP1,5/1/2021,5/31/2021,79.99,30,1,49.99,13244.8743,3902.900801,15348.91475,0,6051.171177,13200.64438,2,207,14,0,0,207,202,H1,Q1,199280,2,2
1010,105575,zzz,123,TP1,5/1/2021,5/31/2021,79.99,36,1,43.99,38198.9853,11256.19217,44267.15994,0,24432.69985,31090.65225,1,597,,0,0,597,202,H1,Q1,199281,1,1
1010,105867,zzz,123,TP1,6/1/2021,6/30/2021,79.99,22,1,57.99,2559.396,754.1837297,2965.973865,0,1169.30844,2550.849155,2,40,,0,0,40,203,H1,Q1,199282,2,2
1010,105867,zzz,123,TP1,6/1/2021,6/30/2021,79.99,22,1,57.99,26681.7033,7862.365382,30920.27754,0,12190.04049,26592.60244,3,417,,0,0,417,203,H1,Q1,199283,3,3
1010,105868,zzz,123,TP1,6/1/2021,6/30/2021,79.99,23,1,56.99,2559.396,754.1837297,2965.973865,0,1169.30844,2550.849155,2,40,,0,0,40,203,H1,Q1,199284,2,2
1010,105869,zzz,123,TP1,6/1/2021,6/30/2021,79.99,27,1,52.99,5118.792,1508.367459,5931.94773,0,3274.063632,4166.251558,1,80,,0,0,80,203,H1,Q1,199285,1,1
1010,105870,zzz,123,TP1,6/1/2021,6/30/2021,79.99,29,1,50.99,5054.8071,1489.512866,5857.798384,0,2309.384169,5037.927081,2,79,,0,0,79,203,H1,Q1,199286,2,2
1010,105871,zzz,123,TP1,6/1/2021,6/30/2021,79.99,30,1,49.99,15036.4515,4430.829412,17425.09646,0,6869.687085,14986.23878,2,235,,0,0,235,203,H1,Q1,199287,2,2
1010,105872,zzz,123,TP1,6/1/2021,6/30/2021,79.99,36,1,43.99,28665.2352,8446.857772,33218.90729,0,18334.75634,23331.00872,1,448,,0,0,448,203,H1,Q1,199288,1,1
1010,106035,zzz,123,TP1,7/1/2021,7/31/2021,79.99,27,1,52.99,4926.8373,1451.80368,5709.49969,0,3151.286246,4010.017124,1,77,,0,0,77,204,H1,Q2,199292,1,1
1010,106038,zzz,123,TP1,7/1/2021,7/31/2021,79.99,36,1,43.99,27769.4466,8182.893467,32180.81644,0,17761.7952,22601.9147,1,434,,0,0,434,204,H1,Q2,199295,1,1
1010,103579,zzz,123,TP1,2/1/2021,2/28/2021,79.99,30,1,49.99,4670.8977,1376.385307,5412.902304,4200,2987.583064,-398.2954537,4,73,,140,140,0,211,H2,Q4,199653,4,4
1010,103579,zzz,123,TP1,2/1/2021,2/28/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,,,,,,211,H2,Q4,199657,2,2
1010,104077,zzz,123,TP1,3/1/2021,3/31/2021,79.99,30,1,49.99,9597.735,2828.188986,11122.40199,2610,6138.86931,5201.72167,4,150,,87,87,150,212,H2,Q4,199668,4,4
1010,104077,zzz,123,TP1,3/1/2021,3/31/2021,79.99,30,1,49.99,9597.735,2828.188986,11122.40199,0,6138.86931,7811.72167,4,150,,0,0,150,212,H2,Q4,199671,4,4
1010,104077,zzz,123,TP1,3/1/2021,3/31/2021,79.99,30,1,49.99,7998.1125,2356.824155,9268.668329,0,5115.724425,6509.768059,4,125,,0,0,125,212,H2,Q4,199675,4,4
1010,105572,zzz,123,TP1,5/1/2021,5/31/2021,79.99,27,1,52.99,17659.8324,5203.867735,20465.21967,5859,11295.51953,8514.567874,1,276,217,,217,276,202,H1,Q1,199689,1,1
1010,105572,zzz,123,TP1,5/1/2021,5/31/2021,79.99,27,1,52.99,17659.8324,5203.867735,20465.21967,4725,11295.51953,9648.567874,1,276,175,,175,276,202,H1,Q1,199709,1,1
1010,103578,zzz,123,TP1,2/1/2021,2/28/2021,79.99,23,1,56.99,0,0,0,3864,0,-3864,1,,,168,168,,211,H2,Q4,199719,1,1
1010,107080,zzz,123,TP1,4/1/2021,4/30/2021,79.99,15,1,64.99,7934.1276,2337.969562,9194.518982,2280,3624.856164,5627.63238,3,124,128,152,152,124,201,H1,Q1,199943,3,3
1010,105403,zzz,123,TP1,4/1/2021,4/30/2021,79.99,22,1,57.99,1663.6074,490.2194243,1927.883012,0,760.050486,1658.051951,2,26,0,0,0,26,201,H1,Q1,199944,2,2
1010,105404,zzz,123,TP1,4/1/2021,4/30/2021,79.99,23,1,56.99,1663.6074,490.2194243,1927.883012,0,760.050486,1658.051951,2,26,0,0,0,26,201,H1,Q1,199945,2,2
1010,105406,zzz,123,TP1,4/1/2021,4/30/2021,79.99,29,1,50.99,3327.2148,980.4388486,3855.766025,0,1520.100972,3316.103901,2,52,0,0,0,52,201,H1,Q1,199946,2,2
1010,105407,zzz,123,TP1,4/1/2021,4/30/2021,79.99,30,1,49.99,9853.6746,2903.607359,11418.99938,0,4501.837494,9820.769246,2,154,0,0,0,154,201,H1,Q1,199947,2,2
1010,107092,zzz,123,TP1,5/1/2021,5/31/2021,79.99,15,1,64.99,10237.584,3016.734919,11863.89546,0,4677.23376,10203.39662,3,160,34,0,0,160,202,H1,Q1,199948,3,3
1010,105570,zzz,123,TP1,5/1/2021,5/31/2021,79.99,22,1,57.99,1407.6678,414.8010513,1631.285626,0,643.119642,1402.967035,2,22,18,0,0,22,202,H1,Q1,199949,2,2
1010,105571,zzz,123,TP1,5/1/2021,5/31/2021,79.99,23,1,56.99,1407.6678,414.8010513,1631.285626,0,643.119642,1402.967035,2,22,14,0,0,22,202,H1,Q1,199950,2,2
1010,105573,zzz,123,TP1,5/1/2021,5/31/2021,79.99,29,1,50.99,2815.3356,829.6021026,3262.571252,0,1286.239284,2805.93407,2,44,14,0,0,44,202,H1,Q1,199951,2,2
1010,105574,zzz,123,TP1,5/1/2021,5/31/2021,79.99,30,1,49.99,8382.0219,2469.951715,9713.564408,0,3829.485141,8354.030982,2,131,14,0,0,131,202,H1,Q1,199952,2,2
1010,105867,zzz,123,TP1,6/1/2021,6/30/2021,79.99,22,1,57.99,1727.5923,509.0740175,2002.032359,0,789.283197,1721.823179,2,27,,0,0,27,203,H1,Q1,199954,2,2
1010,105868,zzz,123,TP1,6/1/2021,6/30/2021,79.99,23,1,56.99,1727.5923,509.0740175,2002.032359,0,789.283197,1721.823179,2,27,,0,0,27,203,H1,Q1,199955,2,2
1010,105869,zzz,123,TP1,6/1/2021,6/30/2021,79.99,27,1,52.99,5118.792,1508.367459,5931.94773,0,3274.063632,4166.251558,1,80,,0,0,80,203,H1,Q1,199956,1,1
1010,105870,zzz,123,TP1,6/1/2021,6/30/2021,79.99,29,1,50.99,3391.1997,999.2934418,3929.915371,0,1549.333683,3379.87513,2,53,,0,0,53,203,H1,Q1,199957,2,2
1010,105871,zzz,123,TP1,6/1/2021,6/30/2021,79.99,30,1,49.99,10173.5991,2997.880325,11789.74611,0,4648.001049,10139.62539,2,159,,0,0,159,203,H1,Q1,199958,2,2
1010,105872,zzz,123,TP1,6/1/2021,6/30/2021,79.99,36,1,43.99,28665.2352,8446.857772,33218.90729,0,18334.75634,23331.00872,1,448,,0,0,448,203,H1,Q1,199959,1,1
1010,106035,zzz,123,TP1,7/1/2021,7/31/2021,79.99,27,1,52.99,4926.8373,1451.80368,5709.49969,0,3151.286246,4010.017124,1,77,,0,0,77,204,H1,Q2,199963,1,1
1010,106038,zzz,123,TP1,7/1/2021,7/31/2021,79.99,36,1,43.99,27769.4466,8182.893467,32180.81644,0,17761.7952,22601.9147,1,434,,0,0,434,204,H1,Q2,199966,1,1
1010,105404,zzz,123,TP1,4/1/2021,4/30/2021,79.99,23,1,56.99,0,0,0,736,0,-736,4,0,18,32,32,0,201,H1,Q1,200340,4,4
1010,104077,zzz,123,TP1,3/1/2021,3/31/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,,,,,,212,H2,Q4,200345,2,2
1010,105872,zzz,123,TP1,6/1/2021,6/30/2021,79.99,36,1,43.99,20795.0925,6127.742803,24098.53765,6480,13300.88351,10445.39695,1,325,180,,180,325,203,H1,Q1,200370,1,1
1010,105872,zzz,123,TP1,6/1/2021,6/30/2021,79.99,36,1,43.99,20795.0925,6127.742803,24098.53765,13176,13300.88351,3749.396953,1,325,366,,366,325,203,H1,Q1,200383,1,1
1010,107092,zzz,123,TP1,5/1/2021,5/31/2021,79.99,15,1,64.99,10237.584,3016.734919,11863.89546,450,4677.23376,9753.396619,3,160,,30,30,160,202,H1,Q1,200615,3,3
1010,105867,zzz,123,TP1,6/1/2021,6/30/2021,79.99,22,1,57.99,2239.4715,659.9107635,2595.227132,0,1023.144885,2231.99301,2,35,0,0,0,35,203,H1,Q1,200617,2,2
1010,105868,zzz,123,TP1,6/1/2021,6/30/2021,79.99,23,1,56.99,2239.4715,659.9107635,2595.227132,0,1023.144885,2231.99301,2,35,0,0,0,35,203,H1,Q1,200618,2,2
1010,105870,zzz,123,TP1,6/1/2021,6/30/2021,79.99,29,1,50.99,4478.943,1319.821527,5190.454264,0,2046.28977,4463.986021,2,70,0,0,0,70,203,H1,Q1,200619,2,2
1010,105871,zzz,123,TP1,6/1/2021,6/30/2021,79.99,30,1,49.99,13436.829,3959.464581,15571.36279,0,6138.86931,13391.95806,2,210,0,0,0,210,203,H1,Q1,200620,2,2
1010,106035,zzz,123,TP1,7/1/2021,7/31/2021,79.99,27,1,52.99,4926.8373,1451.80368,5709.49969,0,3151.286246,4010.017124,1,77,0,0,0,77,204,H1,Q2,200624,1,1
1010,106038,zzz,123,TP1,7/1/2021,7/31/2021,79.99,36,1,43.99,27769.4466,8182.893467,32180.81644,0,17761.7952,22601.9147,1,434,0,0,0,434,204,H1,Q2,200627,1,1
1010,106035,zzz,123,TP1,7/1/2021,7/31/2021,79.99,27,1,52.99,17659.8324,5203.867735,20465.21967,5751,11295.51953,8622.567874,1,276,213,,213,276,204,H1,Q2,200978,1,1
1010,106035,zzz,123,TP1,7/1/2021,7/31/2021,79.99,27,1,52.99,17659.8324,5203.867735,20465.21967,6318,11295.51953,8055.567874,1,276,234,,234,276,204,H1,Q2,200989,1,1
1010,107104,zzz,123,TP1,6/1/2021,6/30/2021,79.99,15,1,64.99,10237.584,3016.734919,11863.89546,3810,4677.23376,6393.396619,3,160,182,254,254,160,203,H1,Q1,201186,3,3
1010,107116,zzz,123,TP1,7/1/2021,7/31/2021,79.99,15,1,64.99,10237.584,3016.734919,11863.89546,0,4677.23376,10203.39662,3,160,,0,0,160,204,H1,Q2,201187,3,3
1010,106033,zzz,123,TP1,7/1/2021,7/31/2021,79.99,22,1,57.99,0,0,0,0,0,0,2,0,,0,0,0,204,H1,Q2,201188,2,2
1010,106034,zzz,123,TP1,7/1/2021,7/31/2021,79.99,23,1,56.99,0,0,0,0,0,0,2,0,,,0,0,204,H1,Q2,201189,2,2
1010,106036,zzz,123,TP1,7/1/2021,7/31/2021,79.99,29,1,50.99,0,0,0,0,0,0,2,0,,0,0,0,204,H1,Q2,201190,2,2
1010,106037,zzz,123,TP1,7/1/2021,7/31/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,0,,,0,0,204,H1,Q2,201191,2,2
1010,107128,zzz,123,TP1,8/1/2021,8/31/2021,79.99,15,1,64.99,10237.584,3016.734919,11863.89546,0,4677.23376,10203.39662,3,160,0,,0,160,205,H1,Q2,201192,3,3
1010,106275,zzz,123,TP1,8/1/2021,8/31/2021,79.99,22,1,57.99,2687.3658,791.8929161,3114.272558,0,1227.773862,2678.391613,2,42,0,,0,42,205,H1,Q2,201193,2,2
1010,106276,zzz,123,TP1,8/1/2021,8/31/2021,79.99,23,1,56.99,0,0,0,0,0,0,2,0,,,0,0,205,H1,Q2,201194,2,2
1010,106277,zzz,123,TP1,8/1/2021,8/31/2021,79.99,27,1,52.99,4542.9279,1338.67612,5264.603611,0,2905.731473,3697.548257,1,71,0,,0,71,205,H1,Q2,201195,1,1
1010,106278,zzz,123,TP1,8/1/2021,8/31/2021,79.99,29,1,50.99,10877.433,3205.280851,12605.38893,0,4969.56087,10841.10891,2,170,0,,0,170,205,H1,Q2,201196,2,2
1010,106279,zzz,123,TP1,8/1/2021,8/31/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,0,,,0,0,205,H1,Q2,201197,2,2
1010,106280,zzz,123,TP1,8/1/2021,8/31/2021,79.99,36,1,43.99,25465.9902,7504.12811,29511.43996,0,16288.46657,20727.1015,1,398,0,,0,398,205,H1,Q2,201198,1,1
1010,107140,zzz,123,TP1,9/1/2021,9/30/2021,79.99,15,1,64.99,10237.584,3016.734919,11863.89546,0,4677.23376,10203.39662,3,160,0,,0,160,206,H1,Q2,201199,3,3
1010,107017,zzz,123,TP1,9/1/2021,9/30/2021,79.99,27,1,52.99,3135.2601,923.8750688,3633.317985,0,1432.402839,3124.790215,2,49,0,0,0,49,206,H1,Q2,201200,2,2
1010,107018,zzz,123,TP1,9/1/2021,9/30/2021,79.99,23,1,56.99,0,0,0,0,0,0,2,0,,,0,0,206,H1,Q2,201201,2,2
1010,107019,zzz,123,TP1,9/1/2021,9/30/2021,79.99,27,1,52.99,6334.5051,1866.604731,7340.785316,0,4051.653745,5155.736303,1,99,0,,0,99,206,H1,Q2,201202,1,1
1010,107020,zzz,123,TP1,9/1/2021,9/30/2021,79.99,29,1,50.99,12477.0555,3676.645682,14459.12259,0,5700.378645,12435.38963,2,195,0,,0,195,206,H1,Q2,201203,2,2
1010,107021,zzz,123,TP1,9/1/2021,9/30/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,0,,,0,0,206,H1,Q2,201204,2,2
1010,107022,zzz,123,TP1,9/1/2021,9/30/2021,79.99,36,1,43.99,35831.544,10558.57222,41523.63411,0,22918.44542,29163.7609,1,560,0,,0,560,206,H1,Q2,201205,1,1
1010,107297,zzz,123,TP1,10/1/2021,10/31/2021,79.99,15,1,64.99,10237.584,3016.734919,11863.89546,0,4677.23376,10203.39662,3,160,0,,0,160,207,H2,Q3,201206,3,3
1010,107198,zzz,123,TP1,10/1/2021,10/31/2021,79.99,22,1,57.99,2687.3658,791.8929161,3114.272558,0,1227.773862,2678.391613,2,42,0,,0,42,207,H2,Q3,201207,2,2
1010,107199,zzz,123,TP1,10/1/2021,10/31/2021,79.99,23,1,56.99,0,0,0,0,0,0,2,0,,,0,0,207,H2,Q3,201208,2,2
1010,107200,zzz,123,TP1,10/1/2021,10/31/2021,79.99,27,1,52.99,4542.9279,1338.67612,5264.603611,0,2905.731473,3697.548257,1,71,0,,0,71,207,H2,Q3,201209,1,1
1010,107202,zzz,123,TP1,10/1/2021,10/31/2021,79.99,30,1,49.99,0,0,0,0,0,0,2,0,,0,0,0,207,H2,Q3,201211,2,2
1010,107203,zzz,123,TP1,10/1/2021,10/31/2021,79.99,36,1,43.99,25465.9902,7504.12811,29511.43996,0,16288.46657,20727.1015,1,398,0,,0,398,207,H2,Q3,201212,1,1
1010,107440,zzz,123,TP1,11/1/2021,11/30/2021,79.99,15,1,64.99,10237.584,3016.734919,11863.89546,0,4677.23376,10203.39662,3,160,0,,0,160,208,H2,Q3,201213,3,3
1010,107360,zzz,123,TP1,11/1/2021,11/30/2021,79.99,27,1,52.99,6334.5051,1866.604731,7340.785316,0,4051.653745,5155.736303,1,99,0,,0,99,208,H2,Q3,201216,1,1
1010,107361,zzz,123,TP1,11/1/2021,11/30/2021,79.99,29,1,50.99,10877.433,3205.280851,12605.38893,0,4969.56087,10841.10891,2,170,0,,0,170,208,H2,Q3,201217,2,2
